from,to,count
Kuwait,United States,2156
Kuwait,Uzbekistan,42
Kuwait,Venezuela,16
Kuwait,Vietnam,1
Kuwait,Yemen,21
Kuwait,South Africa,362
Laos,Australia,12
Laos,Austria,1
Laos,Canada,2
Laos,Switzerland,3
Laos,Czech Republic,1
Laos,Germany,1
Laos,Denmark,1
Laos,Finland,1
Laos,Hungary,1
Laos,Italy,2
Laos,New Caledonia,8
Laos,Netherlands,1
Laos,Norway,1
Laos,Russia,4
Laos,Sweden,5
Laos,Thailand,77679
Laos,Vietnam,229
Laos,South Africa,1
Lebanon,Albania,3
Lebanon,United Arab Emirates,7844
Lebanon,Argentina,2
Lebanon,Armenia,33
Lebanon,Australia,7943
Lebanon,Austria,450
Lebanon,Azerbaijan,1
Lebanon,Belgium,589
Lebanon,Bulgaria,303
Lebanon,Bahrain,1225
Lebanon,Belarus,3
Lebanon,Belize,3
Lebanon,Bolivia,117
Lebanon,Brazil,5
Lebanon,Brunei,1
Lebanon,Botswana,2
Lebanon,Central African Republic,152
Lebanon,Canada,10310
Lebanon,Switzerland,1316
Lebanon,Channel Islands,2
Lebanon,Chile,7
Lebanon,China,5
Lebanon,Republic of Congo,295
Lebanon,Colombia,246
Lebanon,Costa Rica,2
Lebanon,Cyprus,1008
Lebanon,Czech Republic,217
Lebanon,Germany,17680
Lebanon,Denmark,1705
Lebanon,Dominican Republic,42
Lebanon,Algeria,933
Lebanon,Ecuador,222
Lebanon,Egypt,836
Lebanon,Spain,569
Lebanon,Estonia,1
Lebanon,Finland,200
Lebanon,France,7028
Lebanon,Gabon,35
Lebanon,United Kingdom,4400
Lebanon,Ghana,122
Lebanon,Guadeloupe,3
Lebanon,Greece,1162
Lebanon,Guatemala,3
Lebanon,Hong Kong,26
Lebanon,Hungary,179
Lebanon,Indonesia,3
Lebanon,Ireland,23
Lebanon,Iran,1
Lebanon,Iraq,3
Lebanon,Iceland,11
Lebanon,Israel,3292
Lebanon,Italy,2458
Lebanon,Jordan,1169
Lebanon,Japan,23
Lebanon,Kazakhstan,87
Lebanon,South Korea,21
Lebanon,Kuwait,14
Lebanon,Libya,20
Lebanon,Saint Lucia,2
Lebanon,Lithuania,64
Lebanon,Luxembourg,7
Lebanon,Latvia,21
Lebanon,Macao,5
Lebanon,Morocco,4
Lebanon,Moldova,1
Lebanon,Madagascar,1
Lebanon,Mexico,8
Lebanon,Macedonia,14
Lebanon,Malta,11
Lebanon,Montenegro,2
Lebanon,Mauritania,43
Lebanon,Mauritius,3
Lebanon,Malaysia,1
Lebanon,New Caledonia,1
Lebanon,Nigeria,9
Lebanon,Netherlands,421
Lebanon,Norway,485
Lebanon,New Zealand,55
Lebanon,Oman,1
Lebanon,Panama,6
Lebanon,Poland,190
Lebanon,North Korea,1
Lebanon,Portugal,25
Lebanon,Paraguay,54
Lebanon,Palestine,834
Lebanon,Qatar,2208
Lebanon,Romania,644
Lebanon,Russia,233
Lebanon,Saudi Arabia,78
Lebanon,Singapore,14
Lebanon,El Salvador,1
Lebanon,Serbia,1
Lebanon,South Sudan,183
Lebanon,Suriname,1
Lebanon,Slovakia,40
Lebanon,Slovenia,7
Lebanon,Sweden,5154
Lebanon,Chad,2
Lebanon,Togo,44
Lebanon,Thailand,5
Lebanon,Turkey,449
Lebanon,Uganda,1
Lebanon,Ukraine,37
Lebanon,United States,1603
Lebanon,Uzbekistan,2
Lebanon,Venezuela,655
Lebanon,Vietnam,1
Lebanon,South Africa,150
Liberia,Aruba,1
Liberia,United Arab Emirates,34
Liberia,Australia,491
Liberia,Austria,43
Liberia,Belgium,59
Liberia,Benin,36
Liberia,Bulgaria,5
Liberia,Bahrain,5
Liberia,Belize,1
Liberia,Bolivia,7
Liberia,Brazil,26
Liberia,Barbados,1
Liberia,Botswana,5
Liberia,Central African Republic,5
Liberia,Canada,417
Liberia,Switzerland,77
Liberia,Channel Islands,5
Liberia,Chile,4
Liberia,China,13
Liberia,Republic of Congo,12
Liberia,Colombia,13
Liberia,Cape Verde,37
Liberia,Costa Rica,1
Liberia,Cyprus,9
Liberia,Czech Republic,18
Liberia,Germany,279
Liberia,Denmark,44
Liberia,Dominican Republic,3
Liberia,Algeria,15
Liberia,Ecuador,29
Liberia,Egypt,11
Liberia,Western Sahara,8
Liberia,Spain,262
Liberia,Finland,28
Liberia,France,186
Liberia,Gabon,2
Liberia,United Kingdom,1595
Liberia,Ghana,30
Liberia,Gambia,12
Liberia,Guinea-Bissau,8
Liberia,Equatorial Guinea,4
Liberia,Greece,17
Liberia,Guatemala,1
Liberia,Croatia,1
Liberia,Hungary,19
Liberia,Indonesia,3
Liberia,Ireland,24
Liberia,Iceland,4
Liberia,Israel,88
Liberia,Italy,305
Liberia,Jamaica,1
Liberia,Japan,7
Liberia,South Korea,18
Liberia,Libya,8
Liberia,Lithuania,2
Liberia,Luxembourg,5
Liberia,Latvia,2
Liberia,Moldova,1
Liberia,Madagascar,2
Liberia,Mexico,90
Liberia,Malta,2
Liberia,Mauritania,13
Liberia,Mayotte,1
Liberia,New Caledonia,3
Liberia,Nigeria,140
Liberia,Netherlands,347
Liberia,Norway,67
Liberia,New Zealand,32
Liberia,Panama,3
Liberia,Philippines,3
Liberia,Poland,33
Liberia,North Korea,1
Liberia,Portugal,182
Liberia,Paraguay,3
Liberia,Palestine,2
Liberia,Qatar,9
Liberia,Reunion,2
Liberia,Romania,16
Liberia,Russia,19
Liberia,Rwanda,1
Liberia,Senegal,82
Liberia,Singapore,8
Liberia,Sierra Leone,7014
Liberia,Serbia,1
Liberia,Suriname,4
Liberia,Slovakia,6
Liberia,Slovenia,3
Liberia,Sweden,106
Liberia,Swaziland,1
Liberia,Togo,11
Liberia,Trinidad and Tobago,1
Liberia,Turkey,72
Liberia,Tanzania,2
Liberia,Uganda,2
Liberia,Uruguay,1
Liberia,United States,1377
Liberia,Venezuela,20
Liberia,Vietnam,1
Liberia,South Africa,129
Libya,Angola,1
Libya,Albania,5
Libya,United Arab Emirates,355
Libya,Australia,351
Libya,Austria,227
Libya,Azerbaijan,3
Libya,Burundi,85
Libya,Belgium,124
Libya,Bulgaria,172
Libya,Bahrain,250
Libya,Bosnia and Herzegovina,4
Libya,Belarus,29
Libya,Bolivia,3
Libya,Brazil,36
Libya,Botswana,1
Libya,Central African Republic,3
Libya,Canada,408
Libya,Switzerland,501
Libya,Chile,3
Libya,China,2
Libya,Cameroon,1
Libya,Republic of Congo,9
Libya,Colombia,2
Libya,Cape Verde,1
Libya,Costa Rica,1
Libya,Cyprus,83
Libya,Czech Republic,275
Libya,Germany,1903
Libya,Denmark,220
Libya,Dominican Republic,4
Libya,Algeria,6960
Libya,Ecuador,15
Libya,Egypt,1902
Libya,Spain,549
Libya,Estonia,8
Libya,Finland,165
Libya,France,2076
Libya,United Kingdom,4031
Libya,Equatorial Guinea,4
Libya,Greece,387
Libya,Croatia,4
Libya,Hungary,188
Libya,Indonesia,1
Libya,Ireland,103
Libya,Iran,1
Libya,Iraq,1
Libya,Iceland,6
Libya,Israel,4178
Libya,Italy,19856
Libya,Jordan,4803
Libya,Japan,1
Libya,Kazakhstan,501
Libya,Kenya,1
Libya,South Korea,1
Libya,Kuwait,1
Libya,Lebanon,1275
Libya,Lithuania,4
Libya,Luxembourg,11
Libya,Latvia,5
Libya,Morocco,167
Libya,Moldova,3
Libya,Madagascar,10
Libya,Mexico,3
Libya,Macedonia,10
Libya,Malta,242
Libya,Montenegro,4
Libya,Mauritania,60
Libya,Mauritius,1
Libya,Mayotte,3
Libya,New Caledonia,8
Libya,Niger,3
Libya,Netherlands,200
Libya,Norway,604
Libya,New Zealand,10
Libya,Panama,3
Libya,Philippines,3
Libya,Poland,137
Libya,Portugal,39
Libya,Qatar,462
Libya,Reunion,4
Libya,Romania,88
Libya,Russia,305
Libya,Rwanda,21
Libya,Serbia,65
Libya,South Sudan,1363
Libya,Suriname,1
Libya,Slovakia,40
Libya,Slovenia,23
Libya,Sweden,2103
Libya,Syria,6432
Libya,Tunisia,333
Libya,Turkey,1371
Libya,Tanzania,21
Libya,Uganda,26
Libya,Ukraine,417
Libya,United States,229
Libya,Uzbekistan,2
Libya,Venezuela,18
Libya,Vietnam,324
Libya,South Africa,52
Saint Lucia,Australia,5
Saint Lucia,Austria,1
Saint Lucia,Brazil,38
Saint Lucia,Barbados,584
Saint Lucia,Canada,295
Saint Lucia,Colombia,1
Saint Lucia,Czech Republic,1
Saint Lucia,Denmark,2
Saint Lucia,Ecuador,3
Saint Lucia,Finland,1
Saint Lucia,France,1481
Saint Lucia,Italy,3
Saint Lucia,Jamaica,8
Saint Lucia,Netherlands,2
Saint Lucia,Norway,2
Saint Lucia,New Zealand,1
Saint Lucia,Panama,1
Saint Lucia,Sweden,1
Saint Lucia,Turkey,1
Saint Lucia,United States,494
Saint Lucia,Saint Vincent and the Grenadines,15
Sri Lanka,United Arab Emirates,29215
Sri Lanka,Australia,30492
Sri Lanka,Austria,283
Sri Lanka,Belgium,4
Sri Lanka,Bulgaria,6
Sri Lanka,Bahrain,4351
Sri Lanka,Bahamas,10
Sri Lanka,Bolivia,3
Sri Lanka,Brazil,23
Sri Lanka,Brunei,825
Sri Lanka,Bhutan,6
Sri Lanka,Botswana,439
Sri Lanka,Central African Republic,1
Sri Lanka,Canada,31523
Sri Lanka,Switzerland,8645
Sri Lanka,Channel Islands,2
Sri Lanka,Chile,1
Sri Lanka,China,1276
Sri Lanka,Republic of Congo,3
Sri Lanka,Colombia,3
Sri Lanka,Cyprus,3414
Sri Lanka,Czech Republic,81
Sri Lanka,Germany,8541
Sri Lanka,Denmark,1949
Sri Lanka,Algeria,1
Sri Lanka,Ecuador,9
Sri Lanka,Egypt,42
Sri Lanka,Spain,28
Sri Lanka,Finland,362
Sri Lanka,France,9959
Sri Lanka,United Kingdom,41777
Sri Lanka,Ghana,7
Sri Lanka,Equatorial Guinea,1
Sri Lanka,Greece,857
Sri Lanka,Hong Kong,124
Sri Lanka,Hungary,29
Sri Lanka,Indonesia,2
Sri Lanka,Ireland,75
Sri Lanka,Iceland,76
Sri Lanka,Israel,22
Sri Lanka,Italy,24630
Sri Lanka,Jordan,274
Sri Lanka,Japan,2521
Sri Lanka,Kazakhstan,4
Sri Lanka,South Korea,7496
Sri Lanka,Kuwait,3
Sri Lanka,Lebanon,1
Sri Lanka,Libya,38
Sri Lanka,Lithuania,8
Sri Lanka,Luxembourg,5
Sri Lanka,Latvia,29
Sri Lanka,Macao,1
Sri Lanka,Madagascar,5
Sri Lanka,Mexico,2
Sri Lanka,Malta,6
Sri Lanka,Mauritius,2
Sri Lanka,Malaysia,1680
Sri Lanka,Mayotte,3
Sri Lanka,New Caledonia,11
Sri Lanka,Netherlands,2001
Sri Lanka,Norway,2973
Sri Lanka,Nepal,42
Sri Lanka,New Zealand,2150
Sri Lanka,Oman,3
Sri Lanka,Panama,1
Sri Lanka,Philippines,16
Sri Lanka,Papua New Guinea,27
Sri Lanka,Poland,74
Sri Lanka,North Korea,75
Sri Lanka,Portugal,13
Sri Lanka,Qatar,8383
Sri Lanka,Reunion,6
Sri Lanka,Romania,2
Sri Lanka,Russia,159
Sri Lanka,Saudi Arabia,1284
Sri Lanka,Singapore,2883
Sri Lanka,Serbia,1
Sri Lanka,Slovakia,3
Sri Lanka,Slovenia,8
Sri Lanka,Sweden,2087
Sri Lanka,Swaziland,8
Sri Lanka,Syria,3
Sri Lanka,Thailand,1
Sri Lanka,Turkey,42
Sri Lanka,Tanzania,1
Sri Lanka,Uganda,1
Sri Lanka,Ukraine,1
Sri Lanka,United States,15766
Sri Lanka,Venezuela,1
Sri Lanka,Vietnam,93
Sri Lanka,South Africa,363
Lesotho,United Arab Emirates,8
Lesotho,Australia,5
Lesotho,Burundi,5
Lesotho,Bahrain,1
Lesotho,Bolivia,1
Lesotho,Botswana,1
Lesotho,Canada,6
Lesotho,Germany,1
Lesotho,Spain,3
Lesotho,France,9
Lesotho,United Kingdom,7
Lesotho,Hong Kong,1
Lesotho,Italy,6
Lesotho,Kuwait,1
Lesotho,Netherlands,1
Lesotho,New Zealand,1
Lesotho,Qatar,2
Lesotho,Russia,1
Lesotho,Rwanda,10
Lesotho,Saudi Arabia,3
Lesotho,Singapore,1
Lesotho,South Sudan,27
Lesotho,Slovakia,1
Lesotho,Swaziland,2
Lesotho,Tanzania,14
Lesotho,Uganda,1
Lesotho,United States,20
Lesotho,South Africa,20143
Lithuania,Austria,56
Lithuania,Azerbaijan,349
Lithuania,Belgium,455
Lithuania,Bulgaria,50
Lithuania,Belarus,1602
Lithuania,Bolivia,1
Lithuania,Brazil,136
Lithuania,Switzerland,189
Lithuania,Colombia,3
Lithuania,Cyprus,9
Lithuania,Czech Republic,298
Lithuania,Germany,6139
Lithuania,Denmark,1918
Lithuania,Algeria,1
Lithuania,Ecuador,4
Lithuania,Spain,7031
Lithuania,Estonia,181
Lithuania,Finland,241
Lithuania,France,264
Lithuania,United Kingdom,5661
Lithuania,Greece,77
Lithuania,Hungary,36
Lithuania,Ireland,3285
Lithuania,Iceland,632
Lithuania,Italy,1807
Lithuania,Kazakhstan,487
Lithuania,Luxembourg,206
Lithuania,Latvia,654
Lithuania,Moldova,361
Lithuania,Malta,2
Lithuania,Netherlands,620
Lithuania,Norway,4539
Lithuania,Poland,48
Lithuania,Portugal,78
Lithuania,Romania,5
Lithuania,Russia,3908
Lithuania,Slovakia,35
Lithuania,Slovenia,11
Lithuania,Sweden,2774
Lithuania,Turkmenistan,103
Lithuania,Turkey,32
Lithuania,Ukraine,3185
Lithuania,Uzbekistan,532
Lithuania,South Africa,17
Luxembourg,Burundi,6
Luxembourg,Belgium,2
Luxembourg,Bulgaria,1
Luxembourg,Brazil,1
Luxembourg,Switzerland,1
Luxembourg,Democratic Republic of the Congo,1
Luxembourg,Czech Republic,3
Luxembourg,Germany,2314
Luxembourg,Denmark,19
Luxembourg,Ecuador,1
Luxembourg,Finland,6
Luxembourg,France,1
Luxembourg,United Kingdom,82
Luxembourg,Greece,91
Luxembourg,Hungary,7
Luxembourg,Iceland,2
Luxembourg,Israel,1
Luxembourg,Italy,604
Luxembourg,Kazakhstan,1
Luxembourg,Lithuania,2
Luxembourg,Latvia,3
Luxembourg,Poland,33
Luxembourg,Romania,4
Luxembourg,Rwanda,1
Luxembourg,South Sudan,7
Luxembourg,Slovakia,5
Luxembourg,Slovenia,1
Luxembourg,Sweden,11
Luxembourg,Uganda,2
Luxembourg,Ukraine,1
Latvia,Albania,2
Latvia,Austria,9
Latvia,Azerbaijan,23
Latvia,Belgium,201
Latvia,Bulgaria,193
Latvia,Belarus,929
Latvia,Brazil,1
Latvia,Canada,1
Latvia,Switzerland,146
Latvia,China,6
Latvia,Republic of Congo,7
Latvia,Colombia,1
Latvia,Cape Verde,3
Latvia,Cyprus,26
Latvia,Czech Republic,861
Latvia,Germany,71
Latvia,Denmark,236
Latvia,Algeria,10
Latvia,Ecuador,5
Latvia,Spain,555
Latvia,Estonia,455
Latvia,Finland,167
Latvia,France,273
Latvia,United Kingdom,186
Latvia,Greece,6
Latvia,Hungary,41
Latvia,Ireland,161
Latvia,Iran,1
Latvia,Iceland,24
Latvia,Italy,896
Latvia,Kazakhstan,3215
Latvia,Lithuania,472
Latvia,Luxembourg,27
Latvia,Moldova,1
Latvia,Malta,1
Latvia,Montenegro,2
Latvia,Netherlands,198
Latvia,Norway,546
Latvia,New Zealand,2
Latvia,Poland,18
Latvia,North Korea,1
Latvia,Portugal,28
Latvia,Romania,77
Latvia,Russia,1090
Latvia,South Sudan,1
Latvia,Slovakia,29
Latvia,Slovenia,8
Latvia,Sweden,696
Latvia,Turkey,26
Latvia,Ukraine,5780
Latvia,South Africa,8
Macao,Angola,13
Macao,Australia,351
Macao,Austria,3
Macao,Belgium,15
Macao,Canada,114
Macao,Switzerland,96
Macao,Channel Islands,4
Macao,China,3476
Macao,Republic of Congo,1
Macao,Colombia,4
Macao,Germany,5
Macao,Denmark,1
Macao,Ecuador,5
Macao,Spain,90
Macao,Finland,1
Macao,United Kingdom,54
Macao,Hong Kong,1367
Macao,Ireland,1
Macao,Iceland,1
Macao,Italy,3
Macao,Luxembourg,37
Macao,Netherlands,5
Macao,Norway,10
Macao,Panama,1
Macao,Romania,2
Macao,Russia,1
Macao,Singapore,3701
Macao,Sweden,2
Macao,Thailand,4
Macao,United States,558
Macao,Venezuela,2
Macao,South Africa,44
Morocco,United Arab Emirates,2148
Morocco,Australia,287
Morocco,Austria,389
Morocco,Belgium,7400
Morocco,Benin,1
Morocco,Bulgaria,45
Morocco,Bahrain,330
Morocco,Bolivia,2
Morocco,Brazil,258
Morocco,Central African Republic,3
Morocco,Canada,11246
Morocco,Switzerland,4630
Morocco,Chile,3
Morocco,Cameroon,1
Morocco,Republic of Congo,6
Morocco,Colombia,18
Morocco,Costa Rica,1
Morocco,Cyprus,19
Morocco,Czech Republic,162
Morocco,Germany,23272
Morocco,Denmark,961
Morocco,Dominican Republic,1
Morocco,Algeria,461
Morocco,Ecuador,33
Morocco,Egypt,368
Morocco,Western Sahara,1
Morocco,Spain,265763
Morocco,Finland,672
Morocco,France,172019
Morocco,Gabon,10
Morocco,United Kingdom,3132
Morocco,Equatorial Guinea,5
Morocco,Greece,440
Morocco,Hungary,79
Morocco,Ireland,42
Morocco,Iceland,63
Morocco,Israel,45918
Morocco,Italy,97628
Morocco,Jordan,22
Morocco,Japan,1
Morocco,Lebanon,6
Morocco,Lithuania,2
Morocco,Luxembourg,47
Morocco,Latvia,7
Morocco,Madagascar,5
Morocco,Mexico,21
Morocco,Malta,27
Morocco,Mauritania,150
Morocco,Mauritius,1
Morocco,Mayotte,2
Morocco,New Caledonia,113
Morocco,Netherlands,15923
Morocco,Norway,1354
Morocco,New Zealand,26
Morocco,Panama,4
Morocco,Poland,215
Morocco,Portugal,503
Morocco,Qatar,639
Morocco,Reunion,5
Morocco,Romania,14
Morocco,Russia,291
Morocco,Solomon Islands,5
Morocco,Serbia,1
Morocco,South Sudan,2210
Morocco,Suriname,1
Morocco,Slovakia,24
Morocco,Slovenia,5
Morocco,Sweden,2472
Morocco,Syria,36
Morocco,Tunisia,1263
Morocco,Turkey,179
Morocco,United States,13310
Morocco,Venezuela,50
Morocco,South Africa,302
Moldova,Albania,4
Moldova,Australia,55
Moldova,Austria,107
Moldova,Azerbaijan,260
Moldova,Belgium,128
Moldova,Bulgaria,1090
Moldova,Belarus,970
Moldova,Bolivia,1
Moldova,Canada,1145
Moldova,Switzerland,437
Moldova,China,5
Moldova,Republic of Congo,7
Moldova,Colombia,1
Moldova,Cape Verde,3
Moldova,Cyprus,157
Moldova,Czech Republic,6289
Moldova,Germany,1870
Moldova,Denmark,128
Moldova,Algeria,10
Moldova,Ecuador,9
Moldova,Egypt,3
Moldova,Spain,7150
Moldova,Estonia,129
Moldova,Finland,47
Moldova,France,2207
Moldova,United Kingdom,139
Moldova,Greece,370
Moldova,Hungary,101
Moldova,Ireland,13
Moldova,Iceland,9
Moldova,Italy,50883
Moldova,Kazakhstan,3442
Moldova,Lithuania,201
Moldova,Luxembourg,4
Moldova,Latvia,205
Moldova,Macedonia,1
Moldova,Malta,4
Moldova,Montenegro,4
Moldova,Netherlands,126
Moldova,Norway,279
Moldova,New Zealand,11
Moldova,Poland,245
Moldova,North Korea,1
Moldova,Portugal,6706
Moldova,Romania,19627
Moldova,Russia,47409
Moldova,Serbia,5
Moldova,Slovakia,62
Moldova,Slovenia,116
Moldova,Sweden,273
Moldova,Turkmenistan,1
Moldova,Turkey,366
Moldova,Uganda,1
Moldova,Ukraine,26935
Moldova,United States,2788
Moldova,South Africa,6
Madagascar,Brazil,7
Madagascar,Switzerland,13
Madagascar,Colombia,1
Madagascar,Czech Republic,8
Madagascar,Denmark,5
Madagascar,Ecuador,2
Madagascar,Finland,2
Madagascar,France,13016
Madagascar,Hungary,3
Madagascar,Iceland,1
Madagascar,Italy,48
Madagascar,Kazakhstan,9
Madagascar,Poland,1
Madagascar,Slovakia,2
Madagascar,Slovenia,1
Madagascar,South Africa,19
Maldives,United Arab Emirates,1713
Maldives,Australia,1286
Maldives,Austria,32
Maldives,Belgium,8
Maldives,Bulgaria,4
Maldives,Bahrain,232
Maldives,Bolivia,1
Maldives,Brazil,11
Maldives,Brunei,31
Maldives,Bhutan,5
Maldives,Botswana,14
Maldives,Central African Republic,1
Maldives,Canada,768
Maldives,Switzerland,236
Maldives,Channel Islands,1
Maldives,Chile,1
Maldives,China,28
Maldives,Republic of Congo,2
Maldives,Colombia,3
Maldives,Costa Rica,1
Maldives,Cyprus,63
Maldives,Czech Republic,10
Maldives,Germany,189
Maldives,Denmark,48
Maldives,Algeria,2
Maldives,Ecuador,7
Maldives,Egypt,66
Maldives,Spain,59
Maldives,Finland,14
Maldives,Fiji,1
Maldives,France,212
Maldives,United Kingdom,993
Maldives,Ghana,1
Maldives,Equatorial Guinea,1
Maldives,Greece,81
Maldives,Hong Kong,7
Maldives,Hungary,8
Maldives,Indonesia,7
Maldives,India,116
Maldives,Ireland,9
Maldives,Iceland,2
Maldives,Israel,30
Maldives,Italy,880
Maldives,Jamaica,1
Maldives,Jordan,7
Maldives,Japan,48
Maldives,South Korea,118
Maldives,Kuwait,82
Maldives,Liberia,1
Maldives,Libya,2
Maldives,Lithuania,1
Maldives,Luxembourg,1
Maldives,Latvia,1
Maldives,Madagascar,8
Maldives,Mexico,1
Maldives,Malta,1
Maldives,Myanmar,6
Maldives,Mozambique,1
Maldives,Mauritius,9
Maldives,Malawi,1
Maldives,Malaysia,39
Maldives,Mayotte,2
Maldives,New Caledonia,6
Maldives,Nicaragua,1
Maldives,Netherlands,52
Maldives,Norway,65
Maldives,Nepal,35
Maldives,New Zealand,181
Maldives,Oman,82
Maldives,Panama,2
Maldives,Philippines,10
Maldives,Poland,15
Maldives,North Korea,2
Maldives,Portugal,6
Maldives,Qatar,463
Maldives,Reunion,4
Maldives,Romania,13
Maldives,Russia,51
Maldives,Rwanda,1
Maldives,Saudi Arabia,201
Maldives,Singapore,140
Maldives,Serbia,1
Maldives,South Sudan,3
Maldives,Slovakia,2
Maldives,Slovenia,1
Maldives,Sweden,64
Maldives,Turkey,58
Maldives,Tanzania,9
Maldives,Uganda,4
Maldives,United States,1064
Maldives,Vietnam,2
Maldives,South Africa,108
Maldives,Zambia,1
Mexico,Angola,1
Mexico,Albania,4
Mexico,United Arab Emirates,11
Mexico,Australia,1725
Mexico,Austria,532
Mexico,Azerbaijan,12
Mexico,Burundi,4
Mexico,Belgium,441
Mexico,Bangladesh,13
Mexico,Bulgaria,61
Mexico,Bahrain,1
Mexico,Bahamas,15
Mexico,Belarus,7
Mexico,Belize,455
Mexico,Bolivia,4806
Mexico,Brazil,900
Mexico,Botswana,2
Mexico,Central African Republic,3
Mexico,Canada,20696
Mexico,Switzerland,2513
Mexico,Channel Islands,1
Mexico,Chile,236
Mexico,China,1
Mexico,Cameroon,1
Mexico,Republic of Congo,8
Mexico,Colombia,1274
Mexico,Cape Verde,3
Mexico,Costa Rica,309
Mexico,Cuba,18
Mexico,Cyprus,35
Mexico,Czech Republic,393
Mexico,Germany,2662
Mexico,Denmark,464
Mexico,Dominican Republic,353
Mexico,Algeria,8
Mexico,Ecuador,2198
Mexico,Egypt,16
Mexico,Spain,18807
Mexico,Estonia,3
Mexico,Finland,365
Mexico,France,4482
Mexico,United Kingdom,361
Mexico,Guadeloupe,1
Mexico,Equatorial Guinea,26
Mexico,Greece,468
Mexico,Guatemala,3572
Mexico,Guam,41
Mexico,Hong Kong,1
Mexico,Honduras,146
Mexico,Croatia,3
Mexico,Haiti,132
Mexico,Hungary,260
Mexico,Ireland,159
Mexico,Iceland,52
Mexico,Israel,1634
Mexico,Italy,3842
Mexico,Jamaica,1
Mexico,Jordan,3
Mexico,Japan,247
Mexico,Kazakhstan,1102
Mexico,Kyrgyzstan,9
Mexico,Kuwait,1
Mexico,Lebanon,1
Mexico,Liberia,2
Mexico,Saint Lucia,4
Mexico,Lithuania,25
Mexico,Luxembourg,26
Mexico,Latvia,42
Mexico,Moldova,6
Mexico,Madagascar,5
Mexico,Macedonia,2
Mexico,Malta,2
Mexico,Montenegro,2
Mexico,Mongolia,2
Mexico,Mauritania,3
Mexico,Martinique,1
Mexico,Mauritius,1
Mexico,Mayotte,3
Mexico,New Caledonia,40
Mexico,Netherlands,1167
Mexico,Norway,512
Mexico,New Zealand,170
Mexico,Panama,799
Mexico,Philippines,104
Mexico,Poland,323
Mexico,Puerto Rico,143
Mexico,Portugal,185
Mexico,Paraguay,345
Mexico,Qatar,3
Mexico,Reunion,6
Mexico,Romania,259
Mexico,Russia,270
Mexico,Rwanda,2
Mexico,El Salvador,194
Mexico,Serbia,30
Mexico,South Sudan,3
Mexico,Suriname,2
Mexico,Slovakia,91
Mexico,Slovenia,29
Mexico,Sweden,1006
Mexico,Syria,5
Mexico,Chad,2
Mexico,Turkmenistan,8
Mexico,Turkey,317
Mexico,Tanzania,3
Mexico,Uganda,2
Mexico,Ukraine,83
Mexico,Uruguay,43
Mexico,United States,1957397
Mexico,Uzbekistan,51
Mexico,Venezuela,1110
Mexico,Vietnam,39
Mexico,Vanuatu,1
Mexico,South Africa,140
Macedonia,Albania,750
Macedonia,Austria,230
Macedonia,Belgium,286
Macedonia,Bulgaria,666
Macedonia,Brazil,1
Macedonia,Cyprus,1
Macedonia,Czech Republic,616
Macedonia,Germany,5721
Macedonia,Denmark,205
Macedonia,Ecuador,4
Macedonia,Spain,52
Macedonia,Finland,16
Macedonia,France,328
Macedonia,United Kingdom,17
Macedonia,Greece,844
Macedonia,Hungary,18
Macedonia,Iceland,3
Macedonia,Italy,5832
Macedonia,Luxembourg,1
Macedonia,Malta,2
Macedonia,Montenegro,588
Macedonia,Netherlands,12
Macedonia,Norway,299
Macedonia,Poland,44
Macedonia,Portugal,41
Macedonia,Romania,133
Macedonia,Russia,14
Macedonia,Slovakia,129
Macedonia,Slovenia,1345
Macedonia,Sweden,399
Macedonia,Turkey,1548
Macedonia,South Africa,2
Mali,Angola,26
Mali,United Arab Emirates,24
Mali,Australia,111
Mali,Austria,48
Mali,Burundi,2
Mali,Belgium,60
Mali,Benin,374
Mali,Burkina Faso,3269
Mali,Bulgaria,3
Mali,Bahrain,3
Mali,Belarus,1
Mali,Bolivia,1
Mali,Brazil,10
Mali,Central African Republic,324
Mali,Canada,501
Mali,Switzerland,239
Mali,Channel Islands,1
Mali,Chile,30
Mali,China,1
Mali,Cameroon,6
Mali,Democratic Republic of the Congo,5
Mali,Republic of Congo,12377
Mali,Colombia,4
Mali,Cape Verde,3
Mali,Cyprus,2
Mali,Czech Republic,32
Mali,Germany,1061
Mali,Denmark,60
Mali,Dominican Republic,5
Mali,Algeria,3
Mali,Ecuador,13
Mali,Egypt,55
Mali,Western Sahara,210
Mali,Spain,14157
Mali,Finland,14
Mali,France,30057
Mali,Gabon,10797
Mali,United Kingdom,115
Mali,Ghana,1793
Mali,Gambia,1624
Mali,Guinea-Bissau,6
Mali,Equatorial Guinea,35
Mali,Greece,10
Mali,Hungary,19
Mali,Ireland,21
Mali,Iceland,2
Mali,Israel,140
Mali,Italy,940
Mali,Jordan,3
Mali,Japan,6
Mali,Kazakhstan,20
Mali,South Korea,1
Mali,Kuwait,2
Mali,Liberia,1542
Mali,Libya,83
Mali,Lithuania,1
Mali,Luxembourg,8
Mali,Latvia,2
Mali,Madagascar,19
Mali,Mexico,11
Mali,Mauritania,6989
Mali,Mauritius,3
Mali,Mayotte,12
Mali,New Caledonia,39
Mali,Niger,8157
Mali,Nigeria,23186
Mali,Netherlands,107
Mali,Norway,39
Mali,New Zealand,11
Mali,Panama,1
Mali,Philippines,2
Mali,Poland,46
Mali,Portugal,99
Mali,Qatar,7
